student_rno,student_password,student_name,student_gender,student_dob,student_email,student_contact,year_of_enrollment,student_current_year,student_cpi,student_incentive_points,department_id,program_id,allocated_jaf,allocation_timestamp
210000429,AueZCMIFVuCIbQxV,Neenu Mhaske,F,1994-01-18 00:00:00,neenu.mhaske95@iitb.ac.in,9859635480,2021,2,8.61,2,24,5,NULL,NULL
210000430,MDLvMlks3Rgom3sT,Piyush Tanu,F,1993-06-30 00:00:00,piyush.tanu74@iitb.ac.in,9007927964,2021,2,7.85,18,17,6,NULL,NULL
210000431,ylNrxIKttrlchECz,Arunima Nagraj,M,1996-02-14 00:00:00,arunima.nagraj65@iitb.ac.in,7549418987,2021,2,7.82,22,17,11,NULL,NULL
210000432,76mu5Oo47BSmJ091,Kishore Yadav,F,1997-01-21 00:00:00,kishore.yadav31@iitb.ac.in,8256625376,2021,2,8.35,26,23,11,NULL,NULL
200000433,e8RNPF2pcfjYNqec,Sadique Oswal,F,1993-08-28 00:00:00,sadique.oswal85@iitb.ac.in,9531264233,2020,3,8.25,28,12,7,NULL,NULL
180000434,IJMm1MROsBlkKnDE,Yeram Kar,M,2000-06-15 00:00:00,yeram.kar42@iitb.ac.in,9241974142,2018,5,7.99,8,15,2,NULL,NULL
190000435,mOUENtUBXyF0VGhQ,Vimlesh Vashisth,F,2001-03-18 00:00:00,vimlesh.vashisth91@iitb.ac.in,7218781648,2019,4,8.05,6,5,1,NULL,NULL
190000436,1wrGamhGnclv15Yr,Shakti Pokhriyal,M,2001-05-10 00:00:00,shakti.pokhriyal7@iitb.ac.in,8146406190,2019,4,9.45,28,23,3,NULL,NULL
190000437,kz7XHO5R5tghauHh,Mrinal Pradhan,F,2000-06-26 00:00:00,mrinal.pradhan51@iitb.ac.in,9350415124,2019,4,8.64,28,14,1,NULL,NULL
210000438,JouIlh3qmJaTLBpq,Keshav Vishal,Other,1996-08-16 00:00:00,keshav.vishal79@iitb.ac.in,7052548452,2021,2,9.77,14,9,5,NULL,NULL
210000439,0RAfuZMAHzfdlyxE,Tharun Rasheed,M,1994-06-01 00:00:00,tharun.rasheed74@iitb.ac.in,7041239518,2021,2,9.1,12,23,6,NULL,NULL
200000440,2sbo3nattYTGilH6,Prasanna Parul,M,1993-08-31 00:00:00,prasanna.parul42@iitb.ac.in,9861573535,2020,3,7.54,18,10,7,NULL,NULL
200000441,EvBItTq9XdRFZEXO,Vishwanath Shankdhar,F,1997-06-13 00:00:00,vishwanath.shankdhar79@iitb.ac.in,8815866805,2020,3,9.35,6,14,7,NULL,NULL
200000442,i9rkTfGiJs6WBcm1,Shrikant Parul,M,1994-02-27 00:00:00,shrikant.parul60@iitb.ac.in,7841042616,2020,3,7.48,18,16,7,NULL,NULL
210000443,tJnMgxzL0nZXRWZc,Piyush Hansdah,F,1995-03-14 00:00:00,piyush.hansdah6@iitb.ac.in,7639837639,2021,2,9.88,12,14,5,NULL,NULL
210000444,5AJMIYaOdvk4f1h4,Wamika Ahmed,M,1993-12-24 00:00:00,wamika.ahmed94@iitb.ac.in,8644569988,2021,2,8.26,12,9,10,NULL,NULL
210000445,KXCpPBK4Ap0EIf0c,Dilip Magdum,M,1993-11-30 00:00:00,dilip.magdum56@iitb.ac.in,9480035358,2021,2,6.78,28,22,11,NULL,NULL
210000446,HldOGOdP2MtDTdrm,Veena Khare,M,1996-04-23 00:00:00,veena.khare81@iitb.ac.in,9341854542,2021,2,7.96,24,22,8,NULL,NULL
190000447,B06OjeFriFakIcCD,Yatharth Naaz,M,2000-02-18 00:00:00,yatharth.naaz80@iitb.ac.in,8864583460,2019,4,7.68,8,17,4,NULL,NULL
190000448,K8AvOhJYIiVALWLD,Kalpana Dhaka,M,2000-07-10 00:00:00,kalpana.dhaka87@iitb.ac.in,7263246306,2019,4,6.12,18,13,1,NULL,NULL
190000449,CrvUK027Fph6Xf7y,Leena Dwevedi,F,2001-03-04 00:00:00,leena.dwevedi78@iitb.ac.in,8809435825,2019,4,7.86,2,16,3,NULL,NULL
190000450,q2ugvwuqMIsAxULD,Abhay Nagraj,F,1999-06-18 00:00:00,abhay.nagraj23@iitb.ac.in,9052714702,2019,4,9.09,22,3,4,NULL,NULL
210000451,oqwCcf7xJf1qb1dz,Amita Alwadhi,M,1996-12-13 00:00:00,amita.alwadhi31@iitb.ac.in,8852899237,2021,2,9.14,18,22,6,NULL,NULL
210000452,MKfVhuTVIk3m40An,Yeram Dagade,M,1995-05-16 00:00:00,yeram.dagade92@iitb.ac.in,9233760691,2021,2,6.71,28,5,6,NULL,NULL
210000453,bcPWqksrSqU5xyTN,Nivika Pawar,M,1993-05-11 00:00:00,nivika.pawar12@iitb.ac.in,9338026227,2021,2,7.85,24,22,9,NULL,NULL
180000454,D0OyDdSTuqrU3lsv,Kalash Upadhyay,M,2000-03-04 00:00:00,kalash.upadhyay61@iitb.ac.in,8705211490,2018,5,6.98,8,24,2,NULL,NULL
210000455,b6recprkqty7F523,Utkarsha Trivedi,F,1994-06-29 00:00:00,utkarsha.trivedi17@iitb.ac.in,9167315567,2021,2,8.58,24,12,10,NULL,NULL
210000456,9KDF8PkSyZmWJL0x,Hemavarun Koppula,M,1995-09-04 00:00:00,hemavarun.koppula62@iitb.ac.in,9964125660,2021,2,8.84,30,22,10,NULL,NULL
210000457,nAG5NbJrFl21rEex,Shubhangi Balkoty,F,1994-10-10 00:00:00,shubhangi.balkoty16@iitb.ac.in,9513223594,2021,2,9.14,8,4,9,NULL,NULL
190000458,PVrFIWftCmSiikD8,Vengatesh Nanwani,F,2000-07-13 00:00:00,vengatesh.nanwani84@iitb.ac.in,8219389895,2019,4,7.53,20,6,1,NULL,NULL
190000459,Tb6E9B3K9SoqY5dY,Vibha Siraj,M,2001-01-16 00:00:00,vibha.siraj56@iitb.ac.in,9572777316,2019,4,9.71,22,20,1,NULL,NULL
210000460,umfKY675EvKrcPWq,Suprabha Shiromani,F,1997-07-01 00:00:00,suprabha.shiromani39@iitb.ac.in,9740491150,2021,2,8.6,20,8,10,NULL,NULL
210000461,EZLRp91XehSwzfUs,Rizwa Mukherjee,F,1996-08-19 00:00:00,rizwa.mukherjee81@iitb.ac.in,7485779796,2021,2,9.43,26,18,8,NULL,NULL
170000462,XPXcwFG8ntNQglqt,Noorsaba Mehrotra,M,1993-12-07 00:00:00,noorsaba.mehrotra98@iitb.ac.in,9906780282,2017,6,8.46,14,17,12,NULL,NULL
210000463,4vkEVFLcHCRSmhmS,Adarsh Virani,F,1993-08-23 00:00:00,adarsh.virani90@iitb.ac.in,7235882307,2021,2,9.04,4,17,8,NULL,NULL
190000464,ati7eRpp4Rqe1vLE,Akshat Dutt,F,1999-10-26 00:00:00,akshat.dutt30@iitb.ac.in,7147543826,2019,4,7.7,30,8,3,NULL,NULL
190000465,ICc8wxI0pddSlpky,Shakti Thawani,M,2000-04-03 00:00:00,shakti.thawani85@iitb.ac.in,7521853694,2019,4,9.33,26,12,1,NULL,NULL
200000466,d2FhNMGGKVyscOrX,Shikhar Khandekar,M,1994-09-30 00:00:00,shikhar.khandekar18@iitb.ac.in,9744122833,2020,3,6.1,30,4,7,NULL,NULL
170000467,rtH1Sv2MIlipVuWL,Nupur Machhan,F,1994-01-15 00:00:00,nupur.machhan49@iitb.ac.in,8708898695,2017,6,8.37,20,19,12,NULL,NULL
190000468,r4mi4xnOToCZrNIM,Akshita Bindal,F,1999-03-22 00:00:00,akshita.bindal8@iitb.ac.in,8410152527,2019,4,7.57,28,12,3,NULL,NULL
190000469,74OSNjPXcLyVXCZo,Prabhjot Rajesh,Other,1999-07-15 00:00:00,prabhjot.rajesh21@iitb.ac.in,7452863976,2019,4,9.83,10,1,3,NULL,NULL
210000470,HfKpA72Kud3KadEn,Seema Putta,M,1996-12-17 00:00:00,seema.putta54@iitb.ac.in,9668469649,2021,2,9.51,10,6,5,NULL,NULL
190000471,IOI7JkYB8qCKL0G0,Shubhanshu Chandel,F,1999-08-30 00:00:00,shubhanshu.chandel41@iitb.ac.in,7932310668,2019,4,8.97,14,1,4,NULL,NULL
190000472,pfruUjJH7Vmg1bDH,Ajit Chellani,M,2001-07-21 00:00:00,ajit.chellani38@iitb.ac.in,8552819531,2019,4,6.44,12,3,1,NULL,NULL
210000473,gcYQakQYkdVcbJug,Ranu Bhukya,F,1996-08-26 00:00:00,ranu.bhukya83@iitb.ac.in,9642811716,2021,2,6.18,14,7,10,NULL,NULL
200000474,lr6xMav8JJ4UCETq,Jahanvi Bhasin,F,1996-09-17 00:00:00,jahanvi.bhasin2@iitb.ac.in,9035886873,2020,3,7.43,6,21,7,NULL,NULL
210000475,a27aN5A45pa5yNUQ,Rahul Rizvi,Other,1996-04-17 00:00:00,rahul.rizvi66@iitb.ac.in,8551117509,2021,2,7.67,24,19,9,NULL,NULL
190000476,djkRBNYzksBxW6lA,Shivakumar Sareen,F,2001-07-27 00:00:00,shivakumar.sareen35@iitb.ac.in,9223019546,2019,4,9.91,10,9,4,NULL,NULL
190000477,yyzbJXEkX0HUenwx,Nishant Baghel,F,1999-06-26 00:00:00,nishant.baghel10@iitb.ac.in,8676483429,2019,4,7.91,20,8,1,NULL,NULL
210000478,ZLxp2cWIyQJR7B1y,Pradium Ghosh,M,1997-08-22 00:00:00,pradium.ghosh55@iitb.ac.in,7174027471,2021,2,6.59,12,13,9,NULL,NULL
210000479,SHIfU2573QlGulE9,Pawan Agrahari,F,1997-12-11 00:00:00,pawan.agrahari45@iitb.ac.in,9646729089,2021,2,9.0,26,15,8,NULL,NULL
200000480,OW1frabHKNnttCzo,Niteesh Bhadouriya,F,1997-11-08 00:00:00,niteesh.bhadouriya87@iitb.ac.in,7341178764,2020,3,9.05,2,1,7,NULL,NULL
190000481,qNO2OEe9M7tHVACW,Shivangi Nair,M,1999-02-03 00:00:00,shivangi.nair41@iitb.ac.in,7816336938,2019,4,8.96,16,4,4,NULL,NULL
180000482,Ar7YwX52mSQK8fgZ,Tanu Agrahari,M,2001-02-06 00:00:00,tanu.agrahari33@iitb.ac.in,9660201772,2018,5,6.16,30,19,2,NULL,NULL
190000483,ID7t3ledf6fLYvau,Subhra Roy,M,1999-03-18 00:00:00,subhra.roy43@iitb.ac.in,7517918854,2019,4,8.34,26,12,3,NULL,NULL
180000484,7mqBkHSNw8O6EGad,Vidit Rakhecha,M,1999-02-12 00:00:00,vidit.rakhecha17@iitb.ac.in,9651572506,2018,5,7.03,12,23,2,NULL,NULL
200000485,nluzECUTZMZotnT6,Astitva Dhiman,M,1996-10-11 00:00:00,astitva.dhiman95@iitb.ac.in,7007566130,2020,3,6.51,22,8,7,NULL,NULL
200000486,rLWRABHGCjyL8kHs,Hemlata Dhiman,M,1994-08-14 00:00:00,hemlata.dhiman91@iitb.ac.in,9276170189,2020,3,6.78,8,7,7,NULL,NULL
210000487,j1PG71YCnplaI9sl,Nalin Barman,M,1995-04-28 00:00:00,nalin.barman44@iitb.ac.in,8329955721,2021,2,7.03,16,6,6,NULL,NULL
170000488,yoUROQfy6tatJSG9,Deepro Nadaf,F,1996-05-07 00:00:00,deepro.nadaf21@iitb.ac.in,7757819264,2017,6,8.96,16,1,12,NULL,NULL
210000489,CyDivNVjoL0HbzGf,Sunish Chakrabortty,F,1996-06-07 00:00:00,sunish.chakrabortty29@iitb.ac.in,9745778602,2021,2,9.96,30,24,8,NULL,NULL
190000490,OKuyPyyx57dKlF4F,Sarvesh Sivan,M,1999-11-19 00:00:00,sarvesh.sivan91@iitb.ac.in,8297693925,2019,4,6.18,20,14,4,NULL,NULL
210000491,aiAu407sjrmBZZM0,Uttam Selvaraj,M,1997-09-04 00:00:00,uttam.selvaraj47@iitb.ac.in,8561476675,2021,2,7.87,12,3,11,NULL,NULL
210000492,kI00OsCHyoi4ztIc,Mayank Rungta,M,1997-08-25 00:00:00,mayank.rungta10@iitb.ac.in,8438693078,2021,2,6.86,26,23,9,NULL,NULL
170000493,KFrcz2G2wPumNgNE,Goldy Sengar,Other,1993-12-07 00:00:00,goldy.sengar13@iitb.ac.in,8738140444,2017,6,9.71,18,10,12,NULL,NULL
190000494,ZbNMiGNdlOoMJWQU,Sonal Raj,F,1999-03-02 00:00:00,sonal.raj18@iitb.ac.in,8123232160,2019,4,6.68,30,14,3,NULL,NULL
210000495,Bgu1vMXmNlO3CATl,Chirag Kushwaha,M,1996-02-21 00:00:00,chirag.kushwaha71@iitb.ac.in,8387714770,2021,2,9.07,10,1,8,NULL,NULL
180000496,6E5hX3anDgcH10ti,Shazia Pokhriyal,M,1999-08-01 00:00:00,shazia.pokhriyal83@iitb.ac.in,7717610276,2018,5,7.61,2,19,2,NULL,NULL
210000497,IEYLGAWwx6cM7fb9,Abhilasha Sahai,M,1997-03-06 00:00:00,abhilasha.sahai88@iitb.ac.in,9801006665,2021,2,7.19,28,24,10,NULL,NULL
210000498,TKdwRW3svQn5vJfO,Rishiraj Keshwani,M,1993-05-29 00:00:00,rishiraj.keshwani61@iitb.ac.in,8161929406,2021,2,9.42,30,19,6,NULL,NULL
170000499,DsQmY94m4v0AMb19,Simran Jassal,F,1996-03-31 00:00:00,simran.jassal78@iitb.ac.in,9853881030,2017,6,6.46,30,14,12,NULL,NULL
190000500,HERoE8PEydKwwtkZ,Kiran Chetan,F,2000-05-07 00:00:00,kiran.chetan65@iitb.ac.in,8274037389,2019,4,8.11,24,5,4,NULL,NULL
190000501,3CdhHixEPbXCACiS,Jaswant Naaz,M,1999-06-11 00:00:00,jaswant.naaz80@iitb.ac.in,7897640869,2019,4,9.19,20,11,4,NULL,NULL
210000502,SsIWLfBWOpMoXHGo,Arushi Sonwani,F,1994-06-11 00:00:00,arushi.sonwani51@iitb.ac.in,8760798457,2021,2,7.93,16,16,5,NULL,NULL
210000503,YLFxJh6XXZb7oryZ,Shailvi Sengar,F,1993-08-23 00:00:00,shailvi.sengar33@iitb.ac.in,8533666273,2021,2,8.9,2,18,8,NULL,NULL
210000504,ABB59llH4ZNi0OkT,Veerendra Shrivas,F,1997-02-10 00:00:00,veerendra.shrivas8@iitb.ac.in,7080285788,2021,2,9.68,18,17,6,NULL,NULL
190000505,sPmty7NFvmkZSTgG,Sushant Dagade,M,1999-09-29 00:00:00,sushant.dagade34@iitb.ac.in,7124739438,2019,4,8.79,20,16,1,NULL,NULL
190000506,HomSfPWGRdQKF1x1,Ajith Sachan,M,2001-03-18 00:00:00,ajith.sachan31@iitb.ac.in,9581127839,2019,4,7.34,16,4,3,NULL,NULL
210000507,7AZUZcaz52ChzaeN,Shikhar Prasad,F,1995-07-20 00:00:00,shikhar.prasad75@iitb.ac.in,7337180766,2021,2,9.84,30,14,6,NULL,NULL
180000508,yeHtHhxB081EmbE7,Anikrishna Bhardwaj,F,1999-10-16 00:00:00,anikrishna.bhardwaj21@iitb.ac.in,7933616477,2018,5,6.75,2,6,2,NULL,NULL
200000509,qQNPmAWfy21GobBl,Arman Nischal,F,1994-01-28 00:00:00,arman.nischal51@iitb.ac.in,8625666520,2020,3,7.68,28,15,7,NULL,NULL
190000510,25yy0N2i5ugKNfRe,Akanksha Naqvi,M,2001-04-15 00:00:00,akanksha.naqvi60@iitb.ac.in,9746666071,2019,4,9.99,18,22,4,NULL,NULL
190000511,8EjpIwF5pDYUwwEL,Navodit Lalchandani,M,2000-04-15 00:00:00,navodit.lalchandani60@iitb.ac.in,9752838336,2019,4,9.34,2,3,3,NULL,NULL
200000512,QHDXAsBxkepUrkEz,Digraj Prajapati,M,1993-10-27 00:00:00,digraj.prajapati61@iitb.ac.in,9963147504,2020,3,9.49,26,4,7,NULL,NULL
210000513,GsAaHaExWqjGzG93,Arman Awasthi,F,1997-10-24 00:00:00,arman.awasthi86@iitb.ac.in,9088238430,2021,2,9.19,8,21,9,NULL,NULL
210000514,FOaoMwuZQnOENY9x,Mallika Barnwal,M,1995-09-17 00:00:00,mallika.barnwal35@iitb.ac.in,9087848517,2021,2,8.24,18,7,6,NULL,NULL
210000515,dYT0vbCzVAXWUBjW,Shakti Jagaragallu,M,1995-06-08 00:00:00,shakti.jagaragallu16@iitb.ac.in,8292974834,2021,2,8.76,6,21,9,NULL,NULL
190000516,KQZuKO1dXRQ8Nf7O,Jeyahar Singam,M,2000-12-01 00:00:00,jeyahar.singam88@iitb.ac.in,9112233828,2019,4,6.27,26,7,3,NULL,NULL
210000517,6J703OjpOPIyWOZo,Diganth Vaishnavi,M,1996-08-23 00:00:00,diganth.vaishnavi26@iitb.ac.in,9766165990,2021,2,8.77,12,21,10,NULL,NULL
170000518,cjK7hXx822bU9jn8,Sharanya Bhardwaj,M,1995-08-06 00:00:00,sharanya.bhardwaj95@iitb.ac.in,7311654500,2017,6,7.14,6,7,12,NULL,NULL
210000519,NIlRuk4C6yG0UcRo,Naseer Dubey,M,1993-11-04 00:00:00,naseer.dubey26@iitb.ac.in,7880463016,2021,2,9.47,12,14,11,NULL,NULL
190000520,inrv1wf96AvxnxBT,Srikrishan Srivastava,M,1999-10-30 00:00:00,srikrishan.srivastava12@iitb.ac.in,7554595097,2019,4,9.87,28,1,1,NULL,NULL
210000521,uR567ZnRJoOdOAxB,Mahima Talwar,M,1994-05-09 00:00:00,mahima.talwar85@iitb.ac.in,8288878007,2021,2,8.28,18,4,5,NULL,NULL
190000522,sgcpDHTKQmmfxQvF,Jyotsana Rajendra,M,2001-11-06 00:00:00,jyotsana.rajendra45@iitb.ac.in,8550169155,2019,4,6.58,6,9,3,NULL,NULL
210000523,O6NDpge9VqpbPEuH,Saddam Manna,M,1994-02-24 00:00:00,saddam.manna43@iitb.ac.in,9493893645,2021,2,7.78,10,21,10,NULL,NULL
210000524,sMVp869EqEGpmTfR,Vidya Kotturu,F,1994-01-27 00:00:00,vidya.kotturu52@iitb.ac.in,8870794892,2021,2,7.94,18,7,10,NULL,NULL
170000525,psnbz2lvhjGovuOG,Sahil Aggrawal,F,1997-01-09 00:00:00,sahil.aggrawal76@iitb.ac.in,9878471736,2017,6,9.13,28,15,12,NULL,NULL
190000526,9MKcmOYRk7oLsmqF,Akshay Rungta,F,1999-01-20 00:00:00,akshay.rungta18@iitb.ac.in,7719309754,2019,4,9.66,18,12,3,NULL,NULL
210000527,ihJ4yYuVyv58MQUb,Yusuf Kasniya,M,1997-07-22 00:00:00,yusuf.kasniya3@iitb.ac.in,9217476228,2021,2,9.96,24,3,6,NULL,NULL
200000528,dY7ZUqLcDbKk1j2c,Tanveer Nag,M,1993-05-21 00:00:00,tanveer.nag25@iitb.ac.in,8669576490,2020,3,9.36,20,5,7,NULL,NULL
200000529,BNP3Gb4d6fdUqx1v,Stuti Ruqaiya,M,1996-07-02 00:00:00,stuti.ruqaiya61@iitb.ac.in,7743296958,2020,3,8.05,30,17,7,NULL,NULL
180000530,Ukt9gMSyA1z9u6fg,Mritunjay Dahlan,M,1999-06-21 00:00:00,mritunjay.dahlan70@iitb.ac.in,8109291627,2018,5,7.96,4,5,2,NULL,NULL
210000531,pZcZqbAMwgNILTJj,Taramla Pal,M,1993-05-06 00:00:00,taramla.pal59@iitb.ac.in,8336647086,2021,2,8.89,16,5,8,NULL,NULL
210000532,NpoigiAh7dtdreKj,Vidya Singhal,F,1994-10-11 00:00:00,vidya.singhal2@iitb.ac.in,9963362240,2021,2,6.22,12,23,6,NULL,NULL
210000533,cmyApHK1XE4rvo8F,Gaurav Kochar,M,1996-06-30 00:00:00,gaurav.kochar88@iitb.ac.in,8577877596,2021,2,8.5,2,24,5,NULL,NULL
210000534,jaLcqonJZBTrVvsZ,Priyam Gakhar,M,1993-08-10 00:00:00,priyam.gakhar91@iitb.ac.in,8267080430,2021,2,7.56,30,21,6,NULL,NULL
200000535,CuDoP7X6zLWBdQKQ,Ramandeep Durgavanshi,M,1994-09-13 00:00:00,ramandeep.durgavanshi77@iitb.ac.in,9156301490,2020,3,9.87,22,4,7,NULL,NULL
180000536,23R5iAaMWXsrsTLj,Ravisankar Macharla,M,2000-02-21 00:00:00,ravisankar.macharla73@iitb.ac.in,9873838820,2018,5,9.47,4,24,2,NULL,NULL
190000537,0fGaIbOryL0HQhTt,Sania Theratipally,M,2001-01-02 00:00:00,sania.theratipally75@iitb.ac.in,9827991075,2019,4,8.69,22,18,4,NULL,NULL
210000538,HPzTMDyaV4uEIbxp,Kapil Chaurasiya,M,1996-06-22 00:00:00,kapil.chaurasiya19@iitb.ac.in,9513537957,2021,2,7.56,28,4,6,NULL,NULL
210000539,rJGBNz5RkKwx45RK,Sairam Mehendale,F,1994-06-14 00:00:00,sairam.mehendale34@iitb.ac.in,7506574890,2021,2,8.89,12,2,9,NULL,NULL
190000540,6BHDUxJMypvOr1MR,Tushar Gite,M,2000-10-06 00:00:00,tushar.gite98@iitb.ac.in,7992597588,2019,4,9.09,20,18,4,NULL,NULL
190000541,SPuTLFfxFbQObOTw,Sanjay Patra,M,2000-08-27 00:00:00,sanjay.patra33@iitb.ac.in,8945507340,2019,4,9.07,6,24,4,NULL,NULL
190000542,BvoJrqXtFs2Z1WXl,Anitha Jha,M,1999-11-25 00:00:00,anitha.jha48@iitb.ac.in,7135133880,2019,4,6.93,12,18,4,NULL,NULL
190000543,esZM4L8mjFqQe8fn,Rupinder Navas,Other,1999-08-16 00:00:00,rupinder.navas66@iitb.ac.in,8499880852,2019,4,6.27,30,8,3,NULL,NULL
170000544,5XBwuBG10zttXAMD,Sanjit Mahankali,F,1993-01-11 00:00:00,sanjit.mahankali97@iitb.ac.in,9495728535,2017,6,9.04,8,5,12,NULL,NULL
210000545,l7i9bqBDpLsccI4r,Kalash Agarawal,M,1997-07-08 00:00:00,kalash.agarawal54@iitb.ac.in,9560464131,2021,2,6.65,16,16,9,NULL,NULL
210000546,gDUX0FqqDkvS0EKZ,Eshma Bindal,M,1995-01-19 00:00:00,eshma.bindal41@iitb.ac.in,9544044807,2021,2,9.37,16,19,10,NULL,NULL
200000547,Mu70gilIZMf1qUx8,Pooja Kairati,M,1996-08-20 00:00:00,pooja.kairati9@iitb.ac.in,8830666128,2020,3,8.7,20,18,7,NULL,NULL
210000548,zgIjwqYNibZX9lN2,Sujan Gurubhaiye,M,1994-05-24 00:00:00,sujan.gurubhaiye35@iitb.ac.in,8965901270,2021,2,8.84,16,1,11,NULL,NULL
210000549,pPx3WMPebjGVo3sI,Devdarshdeep Pallav,M,1996-07-26 00:00:00,devdarshdeep.pallav89@iitb.ac.in,8551810822,2021,2,8.69,4,14,6,NULL,NULL
210000550,gAvBo4lc3TKGAuvL,Sukirti Kamble,M,1997-10-11 00:00:00,sukirti.kamble35@iitb.ac.in,9851330737,2021,2,8.62,14,8,10,NULL,NULL
210000551,hWRX586PFJgTXyRU,Nahid Rehman,M,1995-04-16 00:00:00,nahid.rehman61@iitb.ac.in,9132720365,2021,2,6.34,4,21,11,NULL,NULL
180000552,NSeNmpYsfdychqaR,Nivedita Chandran,M,2000-03-13 00:00:00,nivedita.chandran38@iitb.ac.in,8073393246,2018,5,9.21,2,2,2,NULL,NULL
190000553,FKuAyzSHaSRK6SrH,Raj Kochar,F,1999-11-20 00:00:00,raj.kochar98@iitb.ac.in,8954973504,2019,4,7.14,24,4,3,NULL,NULL
190000554,eA0zsqpZiy7GHlck,Purvi Bistagond,M,2000-08-02 00:00:00,purvi.bistagond19@iitb.ac.in,9862608672,2019,4,6.32,16,9,1,NULL,NULL
180000555,0pJKSADIrJzHBntj,Meenu Kaur,M,2001-09-10 00:00:00,meenu.kaur16@iitb.ac.in,8697925296,2018,5,8.0,20,13,2,NULL,NULL
190000556,Y0DqjZJc4oAT69aR,Kapil Khandelwal,F,2000-08-18 00:00:00,kapil.khandelwal70@iitb.ac.in,7789461097,2019,4,7.82,2,1,3,NULL,NULL
190000557,hDtr6mMpLGPVB3jR,Shriya Jeykumaran,M,1999-07-07 00:00:00,shriya.jeykumaran48@iitb.ac.in,7082833901,2019,4,7.89,2,9,4,NULL,NULL
170000558,8cd9eqetj9CObbeT,Yashovardhan Pandey,M,1997-02-24 00:00:00,yashovardhan.pandey79@iitb.ac.in,9839091849,2017,6,8.58,2,17,12,NULL,NULL
190000559,Q3YMaKi9NEAdS2Cx,Ashay Palisetti,M,2000-06-25 00:00:00,ashay.palisetti5@iitb.ac.in,9285729671,2019,4,7.16,8,10,3,NULL,NULL
210000560,3bsDbSIf7V5EYXH7,Sanjay Mandadi,F,1994-04-04 00:00:00,sanjay.mandadi96@iitb.ac.in,9303383865,2021,2,8.32,10,7,9,NULL,NULL
190000561,usJb3HDe4ACOOFWZ,Vanshika Tayde,F,2001-10-09 00:00:00,vanshika.tayde75@iitb.ac.in,8154140304,2019,4,8.78,4,21,1,NULL,NULL
210000562,ZxbvlNfZKHzyIaeN,Aviral Tewary,M,1996-10-20 00:00:00,aviral.tewary42@iitb.ac.in,8543289939,2021,2,6.92,18,17,8,NULL,NULL
210000563,ixRso9s37BMyE0XU,Shariq Malhotra,M,1993-10-17 00:00:00,shariq.malhotra34@iitb.ac.in,7191863239,2021,2,7.08,24,24,11,NULL,NULL
200000564,UvHv2pnH6b9p4yL7,Prashant Dhaulakhandi,M,1997-08-29 00:00:00,prashant.dhaulakhandi95@iitb.ac.in,8988381197,2020,3,6.11,16,4,7,NULL,NULL
200000565,E4nZHG5KkIL9FXPh,Prerna Ansari,M,1994-10-25 00:00:00,prerna.ansari75@iitb.ac.in,8869309305,2020,3,6.58,22,2,7,NULL,NULL
210000566,CS8YvNBty99oME1r,Susheel Raj,F,1995-02-28 00:00:00,susheel.raj60@iitb.ac.in,8037450908,2021,2,7.86,8,18,5,NULL,NULL
210000567,L9vXglcRGHWa9E9Y,Yashveer Chaurasiya,M,1997-03-04 00:00:00,yashveer.chaurasiya56@iitb.ac.in,9242182176,2021,2,7.21,16,21,8,NULL,NULL
210000568,bwpV3NjVCleGRFEq,Radhika Katta,Other,1994-08-16 00:00:00,radhika.katta39@iitb.ac.in,9863733576,2021,2,9.35,24,21,6,NULL,NULL
210000569,lXDWH99QJOWZJzbF,Gauri Talwar,F,1994-03-01 00:00:00,gauri.talwar18@iitb.ac.in,9746452823,2021,2,8.21,18,6,5,NULL,NULL
190000570,mpOlDeQKvx107LFO,Samriddhi Jadhav,M,2001-08-10 00:00:00,samriddhi.jadhav38@iitb.ac.in,8100762533,2019,4,6.67,10,18,4,NULL,NULL
210000571,2bHFw4wClLwfuYSw,Rohit Nadaf,M,1995-12-18 00:00:00,rohit.nadaf18@iitb.ac.in,8631708941,2021,2,6.04,6,23,6,NULL,NULL
200000572,8qW6BLQOOGMsfzYC,Viraj Mittal,M,1995-04-01 00:00:00,viraj.mittal11@iitb.ac.in,9227158622,2020,3,7.54,28,15,7,NULL,NULL
190000573,1bXCJsiHEECe0WFO,Nitikarsh Goel,M,2001-01-11 00:00:00,nitikarsh.goel41@iitb.ac.in,8085908240,2019,4,9.03,30,9,4,NULL,NULL
180000574,V2dQZfVA8105Z4zM,Deepak Jain,M,2001-01-01 00:00:00,deepak.jain18@iitb.ac.in,9783605189,2018,5,7.7,6,8,2,NULL,NULL
180000575,B3ch7OTkIgajuQkP,Asvin Tyagi,M,1999-08-15 00:00:00,asvin.tyagi41@iitb.ac.in,8681347876,2018,5,6.9,18,16,2,NULL,NULL
210000576,M2QAToJpZV36xrCS,Khanak Singh,F,1994-04-02 00:00:00,khanak.singh58@iitb.ac.in,9510016627,2021,2,7.14,16,15,10,NULL,NULL
210000577,mSxewkhxO9ya0fWS,Love Ahmad,M,1994-08-11 00:00:00,love.ahmad87@iitb.ac.in,8889432033,2021,2,8.91,10,5,10,NULL,NULL
170000578,0hhnpsW2fneNDBoJ,Prasun Rausa,F,1997-04-11 00:00:00,prasun.rausa62@iitb.ac.in,8527913159,2017,6,8.73,12,23,12,NULL,NULL
