student_rno, student_password, student_name, student_gender, student_dob, student_email, student_contact, year_of_enrollment, student_current_year, student_cpi, student_incentive_points, department_id, program_id, allocated_jaf, allocated_time
210000309, vNSCa7IxFHKJGcVv, Nahid Shinde, F, 1996-10-28 00:00:00, nahid.shinde3@iitb.ac.in, 7471644976, 2021, 2, 8.01, 8, 5, 9, NULL, NULL
200000310, 4IPBkeU38eYe0ba5, Vyom Vilas, F, 1996-01-05 00:00:00, vyom.vilas96@iitb.ac.in, 8260051423, 2020, 3, 6.93, 30, 10, 7, 210, 2021-04-05 00:02:57
190000311, DG2QE240Dr5x9kEy, Sadiya Hanif, M, 2001-04-20 00:00:00, sadiya.hanif95@iitb.ac.in, 8542446411, 2019, 4, 7.96, 20, 16, 4, NULL, NULL
210000312, uciZkOWyoWVQQDhP, Kanchan Prasad, M, 1994-12-09 00:00:00, kanchan.prasad97@iitb.ac.in, 7478933395, 2021, 2, 6.75, 6, 23, 8, NULL, NULL
170000313, EDR5c7b0pJlw8DQx, Sravani Saran, M, 1993-10-17 00:00:00, sravani.saran97@iitb.ac.in, 8160034072, 2017, 6, 7.9, 6, 7, 12, NULL, NULL
190000314, jvCXSafUFZiTchC7, Vijendra Shaji, M, 2000-01-09 00:00:00, vijendra.shaji37@iitb.ac.in, 7265630510, 2019, 4, 7.44, 30, 13, 4, NULL, NULL
210000315, xjeo43kIf7boF2Dw, Purvi Chakrabortty, Other, 1996-01-21 00:00:00, purvi.chakrabortty55@iitb.ac.in, 8039514726, 2021, 2, 7.4, 2, 5, 5, NULL, NULL
190000316, iT4QPxZPsADGsHuQ, Vashif Bindal, F, 1999-08-08 00:00:00, vashif.bindal7@iitb.ac.in, 8063137289, 2019, 4, 8.22, 8, 9, 3, NULL, NULL
180000317, rkfL0EN6s49Qxxkq, Hasni Dhaka, M, 2001-08-29 00:00:00, hasni.dhaka42@iitb.ac.in, 7830534072, 2018, 5, 8.28, 26, 2, 2, NULL, NULL
210000318, VmNKbCxUfhTgjl1W, Pardhuman Bhorkhade, M, 1995-10-26 00:00:00, pardhuman.bhorkhade73@iitb.ac.in, 9847760632, 2021, 2, 8.03, 6, 22, 11, NULL, NULL
170000319, qx1wJ9Ox04HWgarX, Shahid Patil, F, 1993-05-27 00:00:00, shahid.patil13@iitb.ac.in, 8319465804, 2017, 6, 8.51, 26, 14, 12, NULL, NULL
210000320, O6kxATYrUXABtqrd, Sneha Pasupuleti, F, 1995-01-06 00:00:00, sneha.pasupuleti87@iitb.ac.in, 7855436146, 2021, 2, 8.36, 4, 3, 10, NULL, NULL
210000321, 1iqOhHE094LIBvz0, Zahed Saran, F, 1996-05-29 00:00:00, zahed.saran90@iitb.ac.in, 7882843210, 2021, 2, 8.8, 30, 18, 8, NULL, NULL
180000322, 3jlCHqAG10PBCqnF, Akshit Warsi, F, 1999-08-16 00:00:00, akshit.warsi77@iitb.ac.in, 7761086952, 2018, 5, 7.86, 14, 23, 2, NULL, NULL
170000323, sp0WGtJ7Es7PGChe, Kausar Das, F, 1995-05-23 00:00:00, kausar.das18@iitb.ac.in, 8512897057, 2017, 6, 6.24, 8, 12, 12, NULL, NULL
210000324, yDWWqISCwnAmiKAe, Surjeet Narayan, M, 1996-06-07 00:00:00, surjeet.narayan8@iitb.ac.in, 7082215631, 2021, 2, 9.77, 22, 15, 5, NULL, NULL
190000325, a6zGuq0nnSuHTqbB, Devbrat Trivedi, M, 2000-02-20 00:00:00, devbrat.trivedi15@iitb.ac.in, 8621248410, 2019, 4, 6.8, 10, 17, 4, 535, 2021-03-27 05:06:31
190000326, CyUIXi8ij1DDsGru, Nalin Ansari, M, 2000-01-29 00:00:00, nalin.ansari5@iitb.ac.in, 8071082039, 2019, 4, 7.25, 16, 3, 3, 438, 2021-03-13 00:10:40
210000327, lzh3ti3tNiCkQS7v, Rizwa Jagaragallu, F, 1995-01-16 00:00:00, rizwa.jagaragallu41@iitb.ac.in, 7917141915, 2021, 2, 6.5, 4, 4, 8, NULL, NULL
210000328, diljnMGTUx7wFqSk, Asvin Bhat, Other, 1994-08-05 00:00:00, asvin.bhat27@iitb.ac.in, 7417395323, 2021, 2, 7.63, 4, 14, 5, NULL, NULL
200000329, m4W5z6Ux8tTCLM4O, Vivek Haokip, F, 1993-06-04 00:00:00, vivek.haokip63@iitb.ac.in, 7976936688, 2020, 3, 6.44, 30, 23, 7, NULL, NULL
200000330, Zg8d5bQu5Pgrac7I, Mahato Chauhan, F, 1997-05-06 00:00:00, mahato.chauhan52@iitb.ac.in, 8841850922, 2020, 3, 6.52, 18, 24, 7, 522, 2021-04-03 05:00:30
210000331, UtlKAcubEH2cYVQl, Aakriti Gond, M, 1997-09-06 00:00:00, aakriti.gond70@iitb.ac.in, 7892252331, 2021, 2, 8.96, 18, 23, 8, NULL, NULL
170000332, HjagXE4LOmlQpF0r, Nageshwar Durgavanshi, M, 1995-11-13 00:00:00, nageshwar.durgavanshi86@iitb.ac.in, 7897694067, 2017, 6, 6.7, 4, 14, 12, NULL, NULL
210000333, jzr3afDjaJaVzEf9, Prakash Guduri, F, 1994-07-07 00:00:00, prakash.guduri66@iitb.ac.in, 9782774601, 2021, 2, 9.35, 22, 11, 10, NULL, NULL
170000334, GHhMzeIxwWFt2cVF, Nivika Manchanda, F, 1996-03-08 00:00:00, nivika.manchanda37@iitb.ac.in, 7617459322, 2017, 6, 8.49, 12, 1, 12, NULL, NULL
210000335, hdUVrYXzhvAovlVc, Sunish Siraj, M, 1995-01-06 00:00:00, sunish.siraj88@iitb.ac.in, 7288787482, 2021, 2, 7.01, 10, 19, 10, NULL, NULL
190000336, HI7XJ5EIYOHG6ZPA, Surajit Murlidhar, F, 1999-07-06 00:00:00, surajit.murlidhar31@iitb.ac.in, 7966377069, 2019, 4, 8.91, 6, 14, 1, NULL, NULL
210000337, CJJXtqsJqGKehg5H, Palata Kumar, M, 1997-07-08 00:00:00, palata.kumar81@iitb.ac.in, 8295627549, 2021, 2, 9.2, 24, 9, 8, NULL, NULL
210000338, f4a5RNMRmCqpcTfa, Munir Sitaram, M, 1994-11-11 00:00:00, munir.sitaram85@iitb.ac.in, 9190566994, 2021, 2, 9.85, 10, 18, 8, NULL, NULL
210000339, Cpv6ZiH8ni19KWIQ, Shivang Dudeja, M, 1993-02-28 00:00:00, shivang.dudeja77@iitb.ac.in, 8435108226, 2021, 2, 7.05, 30, 11, 6, NULL, NULL
210000340, L21ggrjPLaZOrgl8, Mudita Macharla, F, 1993-03-12 00:00:00, mudita.macharla13@iitb.ac.in, 8203986222, 2021, 2, 8.3, 28, 7, 5, NULL, NULL
190000341, wGF19PtWeGlBQRZG, Sheshidhar Kushalappa, F, 1999-08-14 00:00:00, sheshidhar.kushalappa64@iitb.ac.in, 7141324742, 2019, 4, 9.34, 14, 5, 1, NULL, NULL
210000342, U6UN4uOxZVdVXMWu, Davneet Purkayastha, M, 1995-01-30 00:00:00, davneet.purkayastha74@iitb.ac.in, 9900402614, 2021, 2, 6.64, 8, 10, 6, NULL, NULL
210000343, 3ZRScYjoiM3SZkNQ, Prerna Chakma, M, 1995-02-24 00:00:00, prerna.chakma34@iitb.ac.in, 9683142395, 2021, 2, 9.25, 28, 19, 8, 568, 2021-04-05 16:44:49
180000344, wFmOFReZENA7vy4s, Abhaysinha Chitranshi, M, 2000-01-10 00:00:00, abhaysinha.chitranshi86@iitb.ac.in, 8052136916, 2018, 5, 9.8, 8, 5, 2, NULL, NULL
190000345, tHLV4zmqh51OEEQL, Abhisikta Karkhele, M, 2000-07-27 00:00:00, abhisikta.karkhele38@iitb.ac.in, 7731699939, 2019, 4, 8.33, 22, 2, 4, NULL, NULL
200000346, 8KPgOFrptpAlfabb, Lucky Munir, F, 1996-07-07 00:00:00, lucky.munir39@iitb.ac.in, 8944041165, 2020, 3, 7.92, 28, 1, 7, NULL, NULL
190000347, V0Q7eR7bIAyi8l3O, Shekhar Kumari, F, 1999-12-11 00:00:00, shekhar.kumari18@iitb.ac.in, 9651559896, 2019, 4, 7.42, 8, 4, 3, NULL, NULL
190000348, TJwUsNuLp9DJNSHo, Arunlal Macharla, M, 2000-06-20 00:00:00, arunlal.macharla37@iitb.ac.in, 8448891991, 2019, 4, 9.29, 26, 13, 1, NULL, NULL
210000349, kEhb0pu3H18Lh7dW, Shrinivas Shahid, F, 1994-07-22 00:00:00, shrinivas.shahid44@iitb.ac.in, 9350429485, 2021, 2, 9.86, 10, 11, 10, NULL, NULL
200000350, qoCnLn7QXEgf9cbe, Arushi Dudeja, F, 1993-09-27 00:00:00, arushi.dudeja28@iitb.ac.in, 7523052244, 2020, 3, 8.75, 30, 9, 7, 423, 2021-03-02 10:31:31
210000351, 55Fh7cfM7WJLnBKK, Rakhee Rajput, M, 1996-05-03 00:00:00, rakhee.rajput76@iitb.ac.in, 9875677549, 2021, 2, 9.23, 18, 14, 11, NULL, NULL
210000352, 6Sq7dPoaB8DACVuX, Ali Kulkarni, M, 1995-09-09 00:00:00, ali.kulkarni56@iitb.ac.in, 9399920483, 2021, 2, 7.28, 22, 3, 5, NULL, NULL
210000353, 1sqkPUZJtBtQzeUj, Satyendra Gujrati, F, 1995-01-10 00:00:00, satyendra.gujrati16@iitb.ac.in, 9487548625, 2021, 2, 7.0, 6, 7, 6, NULL, NULL
170000354, TWREkyiicPkhAJS6, Shailendra Anjum, F, 1993-06-05 00:00:00, shailendra.anjum13@iitb.ac.in, 7958439657, 2017, 6, 7.85, 4, 15, 12, 564, 2021-03-20 10:17:07
180000355, 0KBRVgoOwVoXAzyM, Nimish Ahamad, Other, 1999-01-26 00:00:00, nimish.ahamad18@iitb.ac.in, 8629081570, 2018, 5, 6.45, 8, 3, 2, NULL, NULL
190000356, ZUrOfpuNhCYvnlLc, Krishna Saxena, F, 1999-06-08 00:00:00, krishna.saxena55@iitb.ac.in, 7740657662, 2019, 4, 7.24, 14, 2, 3, NULL, NULL
200000357, AKx29NWU5F6wFN9v, Akansha Sain, M, 1997-08-03 00:00:00, akansha.sain85@iitb.ac.in, 7500565921, 2020, 3, 8.85, 8, 19, 7, NULL, NULL
210000358, kLD7AioOcEIfkJcm, Meet Fatima, F, 1993-07-01 00:00:00, meet.fatima27@iitb.ac.in, 8281897993, 2021, 2, 7.87, 18, 18, 6, NULL, NULL
210000359, iM9ZZIUjbr8HWMLi, Prabhjot Jauhari, Other, 1995-01-02 00:00:00, prabhjot.jauhari30@iitb.ac.in, 7410965794, 2021, 2, 7.87, 8, 16, 8, 515, 2021-03-17 09:16:11
170000360, FJTU4fPX1gIVH5xI, Vyom Chaturvedi, F, 1995-06-17 00:00:00, vyom.chaturvedi53@iitb.ac.in, 9283339459, 2017, 6, 7.28, 22, 7, 12, NULL, NULL
190000361, cMGlGpCnI9ArP5VD, Hartesh Hasni, M, 2001-01-17 00:00:00, hartesh.hasni16@iitb.ac.in, 8520248365, 2019, 4, 7.85, 20, 9, 4, NULL, NULL
190000362, TPX3t6QteGRn2U4f, Ashay Mahmood, F, 2001-06-07 00:00:00, ashay.mahmood98@iitb.ac.in, 8588743505, 2019, 4, 7.98, 20, 13, 4, NULL, NULL
210000363, r8ALPPGpI9UA9jvQ, Anikrishna Suresh, M, 1994-05-31 00:00:00, anikrishna.suresh36@iitb.ac.in, 9906360767, 2021, 2, 8.17, 6, 4, 6, NULL, NULL
180000364, OZ4YRZ5AnVcUkuua, Tuhina Jose, F, 1999-01-20 00:00:00, tuhina.jose84@iitb.ac.in, 7472077393, 2018, 5, 7.06, 8, 24, 2, NULL, NULL
210000365, SRrLJ8Z2U7tTW0Sr, Robin Priyadarshi, M, 1997-10-25 00:00:00, robin.priyadarshi35@iitb.ac.in, 7875984758, 2021, 2, 9.45, 4, 16, 10, NULL, NULL
210000366, EJhoi662tUAn6gSt, Omkar Chaurasia, F, 1995-05-26 00:00:00, omkar.chaurasia97@iitb.ac.in, 7068192743, 2021, 2, 6.53, 2, 23, 9, NULL, NULL
210000367, f0qhDScjb4HIhusr, Hanif Rauniyar, F, 1994-05-14 00:00:00, hanif.rauniyar20@iitb.ac.in, 7891794793, 2021, 2, 7.1, 6, 6, 11, NULL, NULL
170000368, KK3Zrt8ZS7EXF0we, Aravind Chechani, F, 1995-07-12 00:00:00, aravind.chechani46@iitb.ac.in, 9001483246, 2017, 6, 6.59, 6, 12, 12, NULL, NULL
210000369, aoffnq9z2cShaxr8, Shirjon Jawed, M, 1997-08-25 00:00:00, shirjon.jawed17@iitb.ac.in, 9192850236, 2021, 2, 9.17, 6, 13, 9, NULL, NULL
210000370, pWTDaKhIVvBeoXAj, Sudheer Jodha, F, 1994-06-13 00:00:00, sudheer.jodha60@iitb.ac.in, 9060204106, 2021, 2, 6.27, 18, 12, 6, NULL, NULL
210000371, Pw953DyCFR6oc7HY, Lakshya Gurnani, M, 1997-12-14 00:00:00, lakshya.gurnani50@iitb.ac.in, 8364163533, 2021, 2, 6.47, 8, 5, 11, NULL, NULL
210000372, 5T4uHJYbPJSBXqdi, Radhika Kishor, M, 1994-07-07 00:00:00, radhika.kishor9@iitb.ac.in, 8518529537, 2021, 2, 6.44, 8, 7, 5, NULL, NULL
170000373, S9YEAuSwaJJnybPN, Indu Vasistha, F, 1997-07-21 00:00:00, indu.vasistha11@iitb.ac.in, 9979871905, 2017, 6, 8.63, 14, 14, 12, NULL, NULL
210000374, 69VrOk7LPI75Fxex, Aaryan Tyagi, M, 1996-02-15 00:00:00, aaryan.tyagi78@iitb.ac.in, 8381219831, 2021, 2, 6.14, 10, 23, 5, NULL, NULL
170000375, GhMolq9UDVwyoiw6, Suyesh Palata, M, 1994-07-27 00:00:00, suyesh.palata15@iitb.ac.in, 9348856505, 2017, 6, 8.56, 26, 22, 12, NULL, NULL
200000376, w4jj8jw4uKM5mJRj, Udisha Kavi, F, 1996-06-09 00:00:00, udisha.kavi37@iitb.ac.in, 7966020514, 2020, 3, 6.28, 22, 21, 7, NULL, NULL
210000377, 6H4sF2aBAeuA4fmW, Hari Arora, M, 1993-01-23 00:00:00, hari.arora56@iitb.ac.in, 7565836734, 2021, 2, 8.3, 18, 11, 8, NULL, NULL
190000378, OhykZi0Wzz3vfdq3, Talin Hosur, F, 2001-09-22 00:00:00, talin.hosur16@iitb.ac.in, 8397311099, 2019, 4, 6.97, 2, 2, 3, NULL, NULL
210000379, XhXUa1KdW3kuuQgu, Siddharth Madala, F, 1997-05-18 00:00:00, siddharth.madala5@iitb.ac.in, 7853780439, 2021, 2, 7.38, 16, 22, 8, NULL, NULL
210000380, wGxDLPP6E6bFsEBK, Abdul Azmi, F, 1994-05-30 00:00:00, abdul.azmi42@iitb.ac.in, 7259453996, 2021, 2, 6.75, 8, 18, 8, NULL, NULL
190000381, xDRViuJIeshmODTT, Husain Thawani, F, 2000-07-04 00:00:00, husain.thawani36@iitb.ac.in, 8724354346, 2019, 4, 8.52, 18, 22, 3, NULL, NULL
210000382, 49qob3pGr1wejqBE, Aatish Sarath, M, 1994-12-18 00:00:00, aatish.sarath72@iitb.ac.in, 7298538225, 2021, 2, 9.32, 16, 20, 5, NULL, NULL
180000383, 0Ac7WbAJlbQOfzEq, Umamaheshwara Sarnobat, F, 1999-12-13 00:00:00, umamaheshwara.sarnobat18@iitb.ac.in, 9990269495, 2018, 5, 6.26, 2, 15, 2, 653, 2021-03-21 02:20:56
200000384, XbC2kDiX1qa3zV3S, Abhisikta Patil, M, 1994-07-21 00:00:00, abhisikta.patil23@iitb.ac.in, 7215081195, 2020, 3, 9.24, 10, 22, 7, NULL, NULL
200000385, u04QEqIMCyjePE7u, Thirukural Anam, F, 1993-02-07 00:00:00, thirukural.anam56@iitb.ac.in, 9644660468, 2020, 3, 6.15, 2, 14, 7, NULL, NULL
190000386, ZWSBEWaydpJvc4db, Arun Baranwal, M, 2000-02-19 00:00:00, arun.baranwal38@iitb.ac.in, 7070131318, 2019, 4, 6.7, 6, 5, 1, NULL, NULL
210000387, ZA2xEu7JPsbFcEjk, Majaz Ashraf, M, 1994-06-01 00:00:00, majaz.ashraf57@iitb.ac.in, 9077362611, 2021, 2, 7.45, 16, 15, 5, NULL, NULL
210000388, hOoNMJXVdfiXH5ax, Venkata Quadiri, M, 1993-04-22 00:00:00, venkata.quadiri64@iitb.ac.in, 7567591057, 2021, 2, 8.45, 30, 20, 5, NULL, NULL
210000389, mwE9tuahmM4pSTzU, Lav Saraf, M, 1995-05-08 00:00:00, lav.saraf56@iitb.ac.in, 7099945026, 2021, 2, 7.3, 28, 22, 8, NULL, NULL
190000390, CJVvHq8xGAljhroM, Kunal Vaish, M, 2001-11-30 00:00:00, kunal.vaish70@iitb.ac.in, 9628635455, 2019, 4, 8.46, 14, 5, 3, NULL, NULL
210000391, c088XLCy85InuVpG, Dhruv Maddeshiya, M, 1993-02-22 00:00:00, dhruv.maddeshiya6@iitb.ac.in, 9332024262, 2021, 2, 7.2, 10, 19, 5, NULL, NULL
210000392, xhJAhMMfxS8Vadkp, Jahanvi Mathur, M, 1996-12-16 00:00:00, jahanvi.mathur82@iitb.ac.in, 9350203058, 2021, 2, 9.32, 28, 23, 8, NULL, NULL
200000393, YRytSvbqPASHLkwb, Mritunjay Kanchapu, M, 1995-10-25 00:00:00, mritunjay.kanchapu29@iitb.ac.in, 9867004206, 2020, 3, 9.27, 20, 20, 7, NULL, NULL
210000394, MRAYY3vrenkYqfBr, Aruba Ahmed, F, 1993-05-15 00:00:00, aruba.ahmed59@iitb.ac.in, 7007446078, 2021, 2, 8.47, 22, 21, 5, NULL, NULL
210000395, Zn4oUifVDMVYh0Qx, Varsha Haokip, M, 1994-11-05 00:00:00, varsha.haokip25@iitb.ac.in, 9942385432, 2021, 2, 8.76, 4, 11, 11, NULL, NULL
210000396, KkH0zvW2yLQvCFdq, Devbrat Navas, Other, 1996-11-18 00:00:00, devbrat.navas78@iitb.ac.in, 8383653867, 2021, 2, 7.85, 30, 12, 9, NULL, NULL
210000397, tSUkAQZ3W1DjbFNi, Deependra Ghosh, F, 1996-02-24 00:00:00, deependra.ghosh27@iitb.ac.in, 7438422793, 2021, 2, 7.24, 30, 12, 9, NULL, NULL
200000398, 2Vee2PA63iVSjB9O, Varna Balkoty, F, 1993-10-31 00:00:00, varna.balkoty82@iitb.ac.in, 9183087341, 2020, 3, 7.92, 28, 9, 7, NULL, NULL
210000399, va94JT8dIj8NB2yS, Ana Panesar, F, 1997-05-12 00:00:00, ana.panesar10@iitb.ac.in, 8515799454, 2021, 2, 6.3, 14, 5, 9, NULL, NULL
180000400, yC7GqYfkJ5oT2fL1, Ramakrishna Kulkarni, F, 2001-11-22 00:00:00, ramakrishna.kulkarni23@iitb.ac.in, 9569102228, 2018, 5, 7.4, 20, 11, 2, NULL, NULL
210000401, xMJTape4wZCVWnj0, Avinash Narala, F, 1995-05-04 00:00:00, avinash.narala92@iitb.ac.in, 8758481334, 2021, 2, 8.3, 12, 5, 8, NULL, NULL
210000402, ZZ5yJ6z9Qvpz2Njz, Raman Ganguly, F, 1993-05-28 00:00:00, raman.ganguly23@iitb.ac.in, 7932704768, 2021, 2, 9.93, 10, 18, 5, 440, 2021-03-12 12:18:09
190000403, ALMmrX5kKzRT7rAc, Harsha Kulal, F, 2000-06-25 00:00:00, harsha.kulal3@iitb.ac.in, 7346099080, 2019, 4, 6.35, 10, 1, 4, NULL, NULL
190000404, JxmaTCdgd24kBVri, Arpita Tyagi, F, 2000-10-08 00:00:00, arpita.tyagi33@iitb.ac.in, 8920390958, 2019, 4, 8.22, 8, 7, 4, NULL, NULL
190000405, UO6FCtu1W865oCya, Aman Devi, M, 2001-01-02 00:00:00, aman.devi53@iitb.ac.in, 8792689946, 2019, 4, 8.77, 30, 2, 3, NULL, NULL
210000406, KtQrNtzjYbLNqcra, Rouby Gupta, Other, 1997-12-25 00:00:00, rouby.gupta26@iitb.ac.in, 7627964846, 2021, 2, 6.51, 8, 17, 11, NULL, NULL
190000407, VWHLeaCrl82kPwmg, Prakash Parul, F, 1999-10-30 00:00:00, prakash.parul56@iitb.ac.in, 9036657371, 2019, 4, 8.73, 14, 11, 1, NULL, NULL
190000408, uDdg8ybNcNzluzps, Satya Prajapati, M, 2000-09-02 00:00:00, satya.prajapati95@iitb.ac.in, 9866937338, 2019, 4, 8.9, 6, 20, 4, NULL, NULL
210000409, gjg1LObCYgCOcRme, Upasana Vikram, M, 1996-07-20 00:00:00, upasana.vikram14@iitb.ac.in, 8840726082, 2021, 2, 8.49, 30, 9, 6, NULL, NULL
210000410, U6dSGzMbxDj5n5HU, Zoheb Misra, M, 1996-08-30 00:00:00, zoheb.misra21@iitb.ac.in, 8239267167, 2021, 2, 6.95, 16, 15, 11, NULL, NULL
210000411, hjEqXejlhCrWHIUm, Surya Gill, M, 1997-09-11 00:00:00, surya.gill52@iitb.ac.in, 9553473358, 2021, 2, 6.41, 28, 9, 6, NULL, NULL
210000412, cjAVKK7CY4ZiuW2j, Khushi Bhatnagar, M, 1996-07-01 00:00:00, khushi.bhatnagar84@iitb.ac.in, 8309276674, 2021, 2, 9.96, 2, 19, 9, NULL, NULL
210000413, yoRFVojt2jtZmwiU, Vatsalya Agrawal, F, 1994-06-17 00:00:00, vatsalya.agrawal44@iitb.ac.in, 8366779061, 2021, 2, 9.53, 18, 15, 10, NULL, NULL
170000414, th7MPb6CUptfgPPr, Shivin Tyagi, F, 1996-01-05 00:00:00, shivin.tyagi1@iitb.ac.in, 7910970819, 2017, 6, 6.8, 22, 15, 12, NULL, NULL
180000415, 2QloyljGGswQ1A2M, Durgesh Maddeshiya, F, 1999-08-31 00:00:00, durgesh.maddeshiya78@iitb.ac.in, 7462378396, 2018, 5, 6.48, 10, 7, 2, NULL, NULL
210000416, 0EgcJFNHwXt7pfNF, Surya Sahai, F, 1995-10-21 00:00:00, surya.sahai91@iitb.ac.in, 7797440297, 2021, 2, 8.61, 22, 17, 10, NULL, NULL
210000417, ndBqdfOwLwQIgWkr, Anshuman Chhipa, F, 1995-09-27 00:00:00, anshuman.chhipa60@iitb.ac.in, 8247607848, 2021, 2, 9.91, 20, 1, 10, NULL, NULL
190000418, giPHgZeqEAv2wiYP, Jami Jose, F, 1999-04-24 00:00:00, jami.jose44@iitb.ac.in, 9670584055, 2019, 4, 7.38, 30, 3, 4, NULL, NULL
180000419, VF7ICEAZbkwYxUOx, Suryansh Ataher, M, 2000-10-15 00:00:00, suryansh.ataher28@iitb.ac.in, 9121232188, 2018, 5, 6.89, 20, 7, 2, NULL, NULL
180000420, 042Qe3i6rVVAJjTF, Akhil Varghese, F, 1999-09-04 00:00:00, akhil.varghese29@iitb.ac.in, 8140624222, 2018, 5, 7.13, 16, 9, 2, NULL, NULL
190000421, 7IpTZC0nkNCkAeUs, Anjali Chhateja, M, 2000-09-10 00:00:00, anjali.chhateja93@iitb.ac.in, 7905253854, 2019, 4, 8.52, 20, 10, 1, NULL, NULL
190000422, NMJbjp0az93Tnlge, Vardhamann Parashar, Other, 2001-05-28 00:00:00, vardhamann.parashar77@iitb.ac.in, 9621430521, 2019, 4, 9.42, 24, 17, 1, NULL, NULL
210000423, WqPMAByyyWwHfi3P, Amish Mangla, F, 1996-03-04 00:00:00, amish.mangla3@iitb.ac.in, 9954985773, 2021, 2, 9.52, 2, 1, 8, 21, 2021-03-14 12:31:20
210000424, 8iEj6E3LdydifO3N, Leena Dwevedi, F, 1996-12-03 00:00:00, leena.dwevedi15@iitb.ac.in, 9169925755, 2021, 2, 6.83, 8, 14, 11, NULL, NULL
190000425, AT3tLw6qEODqRskF, Nupur Aishwary, M, 2001-08-30 00:00:00, nupur.aishwary26@iitb.ac.in, 9391436708, 2019, 4, 8.73, 2, 20, 4, NULL, NULL
170000426, 7b4TfRCKKAn7wJs7, Sonal Mohandas, F, 1995-01-02 00:00:00, sonal.mohandas76@iitb.ac.in, 9743945453, 2017, 6, 7.08, 16, 3, 12, NULL, NULL
180000427, IDkMlkF8I3GJYwUZ, Siddhant Chahal, F, 2000-01-17 00:00:00, siddhant.chahal40@iitb.ac.in, 9628484390, 2018, 5, 9.09, 30, 21, 2, NULL, NULL
210000428, resG3fsiOdSlefVg, Chandrashekhar Goswami, F, 1993-09-17 00:00:00, chandrashekhar.goswami69@iitb.ac.in, 9004034725, 2021, 2, 7.72, 16, 7, 9, NULL, NULL
200000429, YPs3Fqm8LDAoe636, Moosvi Chary, M, 1996-03-11 00:00:00, moosvi.chary4@iitb.ac.in, 8816159358, 2020, 3, 9.36, 30, 11, 7, NULL, NULL
210000430, YAEY5zNHupMTWmIc, Sharuk Machhan, F, 1995-11-26 00:00:00, sharuk.machhan7@iitb.ac.in, 8368607646, 2021, 2, 8.31, 4, 2, 6, NULL, NULL
210000431, 5DCGqK03SPtrrDeM, Deepshikha Israni, F, 1996-12-14 00:00:00, deepshikha.israni6@iitb.ac.in, 7233977811, 2021, 2, 7.32, 26, 14, 8, NULL, NULL
210000432, QmN9xAZAxArWad6q, Brahmaputra Ahuja, M, 1997-05-09 00:00:00, brahmaputra.ahuja94@iitb.ac.in, 8221590550, 2021, 2, 7.1, 14, 11, 5, NULL, NULL
210000433, P708nKhTrmyrGcQs, Tarique Sah, F, 1993-10-12 00:00:00, tarique.sah69@iitb.ac.in, 7104900825, 2021, 2, 6.11, 10, 3, 8, NULL, NULL
190000434, wEaTO3wdmpN0udcL, Tharun Sundar, F, 1999-08-14 00:00:00, tharun.sundar39@iitb.ac.in, 7898907150, 2019, 4, 8.36, 16, 6, 1, NULL, NULL
210000435, DHS3TK6wsEc1waJo, Shakaib Prabhu, M, 1995-02-13 00:00:00, shakaib.prabhu62@iitb.ac.in, 7098915021, 2021, 2, 6.47, 20, 3, 6, NULL, NULL
200000436, 06egtixOLubyrDJY, Vengatesh Gakhar, F, 1995-12-05 00:00:00, vengatesh.gakhar67@iitb.ac.in, 7201313203, 2020, 3, 8.81, 6, 10, 7, NULL, NULL
210000437, sdDQV2Te95sJEMeM, Debanjana Chetan, M, 1994-09-15 00:00:00, debanjana.chetan10@iitb.ac.in, 9958335460, 2021, 2, 9.68, 10, 14, 5, NULL, NULL
190000438, 6D9Rq62LkiHmDL8k, Akarshita Panesar, F, 1999-06-16 00:00:00, akarshita.panesar77@iitb.ac.in, 8202957405, 2019, 4, 9.54, 20, 13, 3, NULL, NULL
170000439, ovLSZTC21Te7tkg5, Ashal Mourya, M, 1993-09-03 00:00:00, ashal.mourya90@iitb.ac.in, 7983817209, 2017, 6, 7.3, 4, 3, 12, NULL, NULL
200000440, 1OduOuGLtkhaDGN2, Kaushik Sonkar, M, 1996-08-21 00:00:00, kaushik.sonkar83@iitb.ac.in, 7344692786, 2020, 3, 6.27, 20, 10, 7, NULL, NULL
210000441, xsr5M5muYyeHZzX6, Shreyaansh Rizvi, F, 1994-09-12 00:00:00, shreyaansh.rizvi86@iitb.ac.in, 7246146393, 2021, 2, 7.66, 8, 10, 6, NULL, NULL
200000442, IpZ3pZ2uFrvxcbqt, Robin Pasupuleti, M, 1996-05-05 00:00:00, robin.pasupuleti65@iitb.ac.in, 7517300550, 2020, 3, 7.24, 20, 3, 7, NULL, NULL
210000443, B00I3LgppZI0K17Z, Harshvardhan Lalchandani, M, 1994-12-06 00:00:00, harshvardhan.lalchandani80@iitb.ac.in, 9437601007, 2021, 2, 8.8, 18, 21, 8, NULL, NULL
210000444, MSb24CdJM7AUiFQb, Shaurya Surabhi, M, 1995-10-05 00:00:00, shaurya.surabhi31@iitb.ac.in, 7258470064, 2021, 2, 6.9, 26, 16, 9, NULL, NULL
190000445, 0Dxo7zKIR3ZHFcSQ, Anusha Maddeshiya, M, 2000-07-15 00:00:00, anusha.maddeshiya10@iitb.ac.in, 9404194339, 2019, 4, 7.97, 8, 6, 3, NULL, NULL
